,country,description,designation,points,price,province,region_1,region_2,variety,winery
5473,France,"Montée de Tonnerre, just to the south of the Grand Cru slope, gives rich wines like this with density and ripeness. From the warm vintage of 2013, this is a ripe, apple- and pear-flavored wine that has just the hint of a tighter, mineral texture. It can be drunk now.",Montée de Tonnerre Premier Cru,88,46.0,Burgundy,Chablis,,Chardonnay,Domaine Gérard Duplessis
5474,US,"An effusive wine, this shows potent, almost sweet aromas and opulent flavors with hints of mint and rosemary. It has a medium body, fine tannins that add nicely to the texture and a lingering finish.",Helluva Vineyard,88,30.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Donkey & Goat
5475,Germany,"A whiff of fresh brioche against a backdrop of sunny grapefruit and plum flavors makes this forward fruity off-dry Riesling especially inviting. While lively and crisp, its juicy, quaffable style makes it an easy pleaser. Drink now.",,88,11.0,Mosel,,,Riesling,Dr. Heidemanns-Bergweiler
5476,Germany,"Jolts of honey, lemon and lime introduce this animated Spätlese. It's forward and approachable with sunny tangerine and peach flavors, but maintains a nervous tension of acidity. The finish is brisk and tight.",Bernkasteler alte Badstube am Doctorberg Spätlese,88,28.0,Mosel,,,Riesling,Dr. Pauly Bergweiler
5477,US,"An unusual blend of Syrah, Tempranillo, Petite Sirah and Mourvèdre, this tasty wine keeps its focus, offering up a palate-pleasing mix of plum and blueberry. There's a dash of pepper and pleasantly earthy tannins. All in all, this is a fine, out-of-the-ordinary pizza and burger wine.",Passive Aggressive,88,18.0,Oregon,Rogue Valley,Southern Oregon,Red Blend,Folin Cellars
5478,US,"This yellow-gold wine is packed with bright floral and citrus scents and flavors. It's a mouthful of lemon-drop goodness, with the rough edges smoothed by a percentage aged in neutral oak. The finish features light honey, with a slight burn.",Estate,88,27.0,Oregon,Rogue Valley,Southern Oregon,Viognier,Folin Cellars
5479,France,"Fresh and fruity, this wine comes from Grand Cru vineyards in Oger in the Côte des Blancs. With its soft texture and ripe character, it's an attractive wine with bright citrus and pear flavors. The mineral streak, though, seems to be missing.",Blanc de Blancs Grand Cru Extra Brut,88,55.0,Champagne,Champagne,,Chardonnay,Jean Milan
5480,France,"This is a steely wine, tight with acidity and lemon fruits. It has a mineral, tangy texture that is still calming down, which suggests a young wine that needs time. Certainly the fruit is all there, if with a nervy character. Drink the wine from 2018.",Les Plantenays,88,30.0,Burgundy,Rully,,Chardonnay,Louis Max
5481,Italy,"Underbrush, spiced plum, vanilla and French oak are some of the aromas you'll find on this full-bodied red. The dense palate offers dried black cherry, toast, coconut, licorice and oak-driven spice alongside round tannins. A walnut note closes the finish. Drink soon.",Vigna Basarin,88,,Piedmont,Barbera d'Alba,,Barbera,Luigi Voghera
5482,US,"A showy nose of violet perfume and grape candy emerges from this bottling. Similar flavors persist on the palate, along with a touch of licorice. The wine is not overly complex, but it's quite easy to quaff.",,88,28.0,California,Paso Robles,Central Coast,Sangiovese,Lusso Della Terra
5483,US,"From estate-grown Merlot (78%), Cabernet Franc and Cabernet Sauvignon, this wine is shy on the nose and full bodied in flavor, offering ripe, fleshy blackberry, tar and espresso.",Nuestra Sangre,88,50.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Madrigal
5484,Portugal,"From a high-altitude vineyard in the heart of the Douro, this is a fruity while well textured wine. With a strong mineral character that comes from the lees stirring during fermentation, it has both bright citrus fruits with acidity and a more tropical character. Drink now.",Tom de Baton Branco,88,15.0,Douro,,,Portuguese White,Magnum Vinhos
5485,Italy,"This is infused with engaging scents of red berry, crushed violet, rose and a balsamic whiff of eucalyptus. The linear palate is tightly wound, offering dried wild cherry and a note of light baking spice accompanied by rather austere tannins. Drink after 2018.",Bric Volta,88,,Piedmont,Roero,,Nebbiolo,Malabaila
5486,Italy,"Luminous and linear, this medium-bodied red offers scents of blue flower, rose, perfumed berry and a whiff of chopped mint. The vibrant palate delivers red cherry, strawberry and licorice alongside fine-grained tannins. Enjoy through 2017.",,88,,Piedmont,Roero,,Nebbiolo,Matteo Correggia
5487,US,"Black cherry, blueberry jam, volcanic rocks, river stones and a mace spice show on the nose of this wine. The palate is thick with black fruit and dark chocolate, the tannins showing lots of structure and flavors of purple flowers giving depth. It needs more time in the bottle to reach full potential.",Nebula,88,44.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Midnight
5488,Germany,"A touch of smoky minerality lends intrigue to this otherwise peachy-keen dry Pinot Blanc. It's primary and fruity with a rich full-bodied palate, but wraps up tight and crisp on the finish. Drink now.",Trocken,88,25.0,Pfalz,,,Pinot Blanc,Gaul
5489,Italy,"Aromas of oak, toast, espresso and coconut carry over to palate along with coffee, a hint of baked plum and a confectionary note. Drying tannins leave an astringent finish.",Serre,88,95.0,Piedmont,Barolo,,Nebbiolo,Gianni Gagliardo
5490,US,"Here's a tasty, full-bodied Shiraz that tastes like the Aussie wines after which it is named. It has ripe, jammy flavors and a broad, rich texture that helps the flavors linger on the finish. It recalls blackberry jam, but not nearly that sweet.",Reserve,86,8.0,California,California,California Other,Shiraz,Oak Grove
5491,Italy,"This offers aromas of dill, wet leaves, hay, pickled beets, roasted coffee bean and spearmint. The palate lacks fruit richness, delivering instead espresso and vanilla-sweetened oak. Astringent tannins generate a tongue-drying finish.",Le Coste di Monforte,86,80.0,Piedmont,Barolo,,Nebbiolo,Parusso
5492,Croatia,"Hailing from Korcula, the birthplace of Marco Polo, this Croatian white has aromas of lemon preserves and caramelized pineapple. There are flavors of dried apricot and vanilla on the entry, with a burst of green apple in the midpalate.",Marko Polo,86,25.0,Korčula,,,Posip,Pošip Čara
5493,US,"This austere wine tastes lean with a touch of wax, honeysuckle and apple. Creamy seafood will coax out its soft and subtle nature.",,86,30.0,California,Napa Valley,Napa,Sauvignon Blanc,Robert John
5494,US,"Juicy and supple on the palate, this has bold flavors of blackberry, pepper and currant. It's a casual wine that would do a grilled burger plenty of justice.",R,86,18.0,America,,,Petite Sirah,Ryker's Cellars
5495,Portugal,"The apricot notes of Viognier come through strongly with this smooth, ripe wine. It has a steely character and a cool freshness from the Arinto and Síria in the blend. All in all, an attractive wine that could age a few months.",Fado Branco,86,9.0,Alentejano,,,Portuguese White,Terras de Alter
5496,US,"A blend of 75% Cabernet Franc, 17% Cabernet Sauvignon, 8% Petit Verdot, this features scorched herb, tar, leather and dark cherry aromas. It's a graceful, medium-weight wine, endowed with polished tannins and pliant acids.",Trianon,86,38.0,Virginia,Virginia,,Cabernet Franc,The Williamsburg Winery
5497,US,"This new cuvée brings forward, spicy, peppery fruit centered around cranberry flavors. The back end tannins turn earthy, and take the shine off the finish. Perhaps a bit more bottle age will open it up.",Dundee Hills Select,86,45.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Torii Mor
5498,Portugal,"A blend of Touriga Nacional with a more local grape, Jaen, gives a juicy, light and fragrant wine. There's a tannic structure, but the wine is more to do with red fruits and acidity. Drink in 2015.",,86,10.0,Dão,,,Portuguese Red,Vidigal
5499,Spain,"Despite showing ripe, raisiny aromas, this is solid in the mouth, with adequate acidity. Earthy flavors of blackberry and plum are straightforward and basic, while the finish hums along with a mild raisiny flavor.",Crianza,86,10.0,Central Spain,Valdepeñas,,Tempranillo,Viña Albali
5500,US,"Fermented in stainless steel, this medium-bodied wine is supple in nutty pear and fig, as well as viscous in honey. Serve chilled with chicken-lemongrass banh mi.",,86,24.0,California,Alexander Valley,Sonoma,Viognier,Wattle Creek
5501,US,"Quite cloudy due to being unfiltered, it offers subtle lemon peel and chalkboard at first on the nose. Some buttered croissant elements arise as the wine opens up. The mouthfeel is even and soft, with a slight creaminess alongside citrus, peach, and, fittingly, a bit of beeswax. Still very tightly wound, it would go well with a Cobb salad or shrimp Louie.",Le Cigare Blanc Reserve Beeswax Vineyard,86,45.0,California,Arroyo Seco,Central Coast,Rhône-style White Blend,Bonny Doon
5502,Argentina,"Orange peel and lychee aromas are typical of the variety. This feels straightforward, juicy, clean and fresh, with tangy acidity. Flavors of lime, lychee and tangerine finish bright and snappy.",Alta,86,9.0,Other,Tulum Valley,,Torrontés,Callia
5503,Spain,"Gritty, heavily roasted aromas of stewed berry, coffee grinds and compost are less than appealing, although with airing things improve. This is wide and blocky in the mouth, with ripe, raisiny, roasted black-fruit flavors matched by bitter espresso. Molasses and heat drive the finish on this pricey wine that's not in great shape.",Reserva,86,52.0,Northern Spain,Ribera del Duero,,Tinto Fino,Cathar
5504,US,"Floral and lightly soapy, this is clean and simple, with bare bones varietal character. Drink it chilled within the first couple of years after release.",,86,15.0,Oregon,Willamette Valley,Willamette Valley,Gewürztraminer,Château Bianca
5505,US,"Pungent and acidic to the brink of sour, this tastes like unsweetened grapefruit juice. Though not especially typical for Riesling, it might be a pleasant match for fresh oysters.",,86,15.0,Oregon,Willamette Valley,Willamette Valley,Riesling,Château Bianca
5506,France,"The earthy intensity of herbaceous Sauvignon leaps out of the glass, giving a wine that's concentrated with citrus and green herbs. It's crisp at the end, with a hint of thyme that gives a peppery aftertaste.",,86,18.0,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Château Timberlay
5507,Spain,"Aromas of cherry cough drops and huckleberry syrup are heady and perplexing. The palate is like cough medicine, while syrupy cherry and berry flavors transition to medicinal and chocolaty. A rich, flabby finish is just more fuel for a unique but challenged fire.",Dolç Mataró Organic Sweet,86,39.0,Spain Other,Spain,,Red Blend,Alta Alella
5508,France,"Ripe and jammy, this is a rich wine from a fine vintage. The tannins are well-integrated into the black fruits, soft texture and juicy plum flavors. Drink now.",,86,17.0,Bordeaux,Côtes de Bourg,,Bordeaux-style Red Blend,Bailli de Bourg
5509,Spain,"Stalky, short aromas suggest that this is raw and underripe. The palate feel confirms that impression; it's tight and choppy, with drying tannins. Roasted, gritty flavors of red fruits come with a sprinkle of cocoa, while the finish is tough in feel, spicy and ultimately mildly bitter.",Cune Reserva,85,25.0,Northern Spain,Rioja,,Tempranillo,CVNE
5510,US,"Soft scents of apple sauce, currant bud, baby's breath and white nectarine mark this Sauvignon Blanc. It has impressive midpalate density, with coddling acids and a taste of Asian pear on the finish.",,85,25.0,Colorado,Colorado,,Sauvignon Blanc,Sutcliffe
